Category,SoilDepthOptimal,AltitudeAbsoluteMin,RainOptimalMin,RainAbsoluteMin,SoilPHAbsoluteMax,ProductSystem,SoilDrainageOptimal,AltitudeOptimalMax,RainAbsoluteMax,RainOptimalMax,CropCycleMax,LatitudeOptimalMin,SoilSalinityOptimal,LatitudeAbsoluteMax,CropCycleMin,PlantAttributes,ClimateZone,SciName,SoilDrainageAbsolute,Photoperiod,AbioticSuscept,EcocropHabit,LatitudeAbsoluteMin,TemperatureAbsoluteMax,TemperatureAbsoluteMin,KillingTempEarlyGrowth,LightIntensityAbsoluteMax,LightIntensityAbsoluteMin,SoilTextureOptimal,SoilToxicityOptimal,SoilSalinityAbsolute,LatitudeOptimalMax,SoilTextureAbsolute,SoilPHOptimalMax,KillingTempRest,IntroductionRisks,EcocropPhys,LightIntensityOptimalMax,SoilFertilityAbsolute,LifeForm,AltitudeAbsoluteMax,SoilPHOptimaMin,SoilPHAbsoluteMin,LifeSpan,SoilFertilityOptimal,TemperatureOptimalMin,TemperatureOptimalMax,AltitudeOptimalMin,SoilDepthAbsolute,AbioticToler,SoilToxicityAbsolute,LightIntensityOptimalMin
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus thozetiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus tetrodonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus tereticornis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus subcrenulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus st.-johnii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus socialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus smithii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus sieberi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eucalyptus sideroxylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus scias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus sargentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus salubris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus saligna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus rudis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus rubida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus robusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus resinifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus regnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus radiata ssp. robusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus radiata ssp. radiata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus pulchella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus quadrangulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus punctata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus propinqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus salmonophloia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus tessellaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus polycarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus planchoniana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus piperita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus populnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus pilularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus pellita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus pauciflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus polyanthemos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus patens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus phoenicea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus papuana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus paniculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus oreades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus odontocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus ochrophloia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus nitens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus nesophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus obliqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus muelleriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus moluccana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus microtheca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus microcorys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus oxymitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus melliodora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus maculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus longifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus leucoxylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus loxophleba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus largiflorens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus microcarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus johnstonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eucalyptus jensenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus jacksonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus intertexta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus intermedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus gummifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus grandis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus gongylocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus gomphocephala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus globulus var. pseudoglobulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus marginata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus globulus var. bicostata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus globulus ssp. maidenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus globulus ssp. globulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus globulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus guilfoylei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus globoidea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus fraxinoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus eugenioides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus elata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus dumosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus delegatensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus diversicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus deglupta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus exserta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus dalrympleana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus fastigata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus cypellocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus crebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus cornuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus consideniana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus cloeziana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus cladocalyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus citriodora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus camaldulensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus calophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus brockwayi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eucalyptus brevifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus brassiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus botryoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,"Eucalyptus camaldulensis, northern provenances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus bosistoana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus astringens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus agglomerata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eucalyptus albens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eucalyptus accedens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Erythroxylum coca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Erythrina variegata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Erythrina poeppigiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Erythrina vespertilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Erythrina fusca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Erythrina edulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Erythrina caffra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Erythrina abyssinica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Erythrophleum chlorostahys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eryngium campestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eruca sativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eriosema psoraleoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eriochloa fatmensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Eriobotrya japonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Erigeron canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eragrostis unioloides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eremochloa ophiuroides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eragrostis trichodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eragrostis tremula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eriochloa punctata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eragrostis tef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eragrostis racemosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eragrostis superba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eragrostis pilosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eragrostis obtusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eragrostis lehmanniana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eragrostis amabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Equisetum arvense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eragrostis caespitosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eragrostis cilianensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eragrostis chloromelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eragrostis curvula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Epilobium angustifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Entolasia imbricata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Enteropogon somalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Enterolobium cyclocarpum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Enteropogon macrostachyus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Ensete ventricosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Emblica officinalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Elymus glaucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Enneapogon scoparius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Emilia sonchifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Entada abyssinica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Endiandra palmerstonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Entada africana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Elymus canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Elymus condensatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eleusine jaegeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eleusine indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eleusine africana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Elettaria cardamomum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Elephantorrhiza elephantina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eleocharis dulcis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Elaeis oleifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Elymus cinereus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Elaeis guineensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Eleusine coracana ssp. coracana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Elaeagnus angustifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Ekebergia capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Elaeocarpus grandis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Eichhornia crassipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ehrharta villosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Ehrharta calycina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Echinochloa turneriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Echinochloa scabra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Echinochloa pyramidalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Echinochloa polystachya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Echinochloa utilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Echinochloa haploclada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Echinochloa frumentacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Echinochloa crus-galli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Echinochloa colona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ecballium elaterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Dysoxylum fraseranum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Echium vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Duboisia myoporoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Dryopteris filix-mas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Drosera rotundifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Durio zibethinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Echinacea purpurea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Doryphora sassafras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Dovyalis caffra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
